year,month,day,order_seq,country,session,category,model,color,location,photography,price,price_ind,page,event_time,so_key
2008,4,1,3,29,20,4,P1,3,1,1,38,1,1,1207008127000,20-3
2008,4,1,1,29,21,4,P12,4,4,1,33,2,1,1207008128000,21-1
2008,4,1,2,29,21,2,B12,2,4,1,38,2,1,1207008129000,21-2
2008,4,1,3,29,21,2,B10,2,4,1,67,1,1,1207008130000,21-3
2008,4,1,4,29,21,2,B15,9,5,1,38,2,1,1207008131000,21-4
2008,4,1,5,29,21,3,C14,9,5,1,23,2,1,1207008132000,21-5
2008,4,1,6,29,21,3,C5,11,2,1,48,1,1,1207008133000,21-6
2008,4,1,7,29,21,4,P1,3,1,1,38,1,1,1207008134000,21-7
2008,4,1,1,9,22,1,A12,2,4,1,38,2,1,1207008135000,22-1
2008,4,1,2,9,22,1,A10,3,4,1,38,2,1,1207008136000,22-2
2008,4,1,3,9,22,1,A31,6,5,2,62,1,2,1207008137000,22-3
2008,4,1,4,9,22,1,A20,2,1,2,38,2,2,1207008138000,22-4
2008,4,1,1,29,23,1,A15,14,5,2,33,2,1,1207008139000,23-1
2008,4,1,2,29,23,2,B27,2,3,1,57,1,2,1207008140000,23-2
2008,4,1,3,29,23,4,P56,2,1,1,33,2,4,1207008141000,23-3
2008,4,1,1,29,24,2,B1,4,1,1,57,1,1,1207008142000,24-1
2008,4,1,2,29,24,2,B7,6,3,1,38,2,1,1207008143000,24-2
2008,4,1,3,29,24,2,B4,10,2,1,52,1,1,1207008144000,24-3
2008,4,1,4,29,24,2,B32,6,5,1,38,2,2,1207008145000,24-4
2008,4,1,5,29,24,3,C15,6,5,1,33,2,1,1207008146000,24-5
2008,4,1,6,29,24,4,P1,3,1,1,38,1,1,1207008147000,24-6
2008,4,1,1,9,25,2,B17,6,6,2,38,2,1,1207008148000,25-1
2008,4,1,2,9,25,3,C7,13,3,1,48,1,1,1207008149000,25-2
2008,4,1,1,29,26,1,A11,3,4,1,62,1,1,1207008150000,26-1
2008,4,1,2,29,26,1,A10,3,4,1,38,2,1,1207008151000,26-2
2008,4,1,1,9,27,2,B2,3,1,2,57,1,1,1207008152000,27-1
2008,4,1,2,9,27,1,A4,3,2,2,38,2,1,1207008153000,27-2
2008,4,1,3,9,27,3,C2,12,1,1,43,1,1,1207008154000,27-3
2008,4,1,4,9,27,3,C8,2,3,2,48,1,1,1207008155000,27-4
2008,4,1,5,9,27,3,C18,9,6,1,48,1,1,1207008156000,27-5
2008,4,1,1,29,28,1,A6,3,2,1,43,2,1,1207008157000,28-1
2008,4,1,2,29,28,1,A15,14,5,2,33,2,1,1207008158000,28-2
2008,4,1,3,29,28,1,A10,3,4,1,38,2,1,1207008159000,28-3
2008,4,1,4,29,28,3,C7,13,3,1,48,1,1,1207008160000,28-4
2008,4,1,5,29,28,4,P2,3,1,1,28,2,1,1207008161000,28-5
2008,4,1,6,29,28,4,P10,4,4,2,65,1,1,1207008162000,28-6
2008,4,1,1,29,29,1,A11,3,4,1,62,1,1,1207008163000,29-1
2008,4,1,2,29,29,1,A1,8,1,1,28,2,1,1207008164000,29-2
2008,4,1,3,29,29,1,A7,3,3,1,43,2,1,1207008165000,29-3
2008,4,1,1,29,30,2,B7,6,3,1,38,2,1,1207008166000,30-1
2008,4,1,2,29,30,2,B9,1,3,1,48,2,1,1207008167000,30-2
2008,4,1,3,29,30,3,C26,14,3,1,28,2,2,1207008168000,30-3
2008,4,1,4,29,30,3,C19,12,1,1,48,1,2,1207008169000,30-4
2008,4,1,5,29,30,3,C31,12,5,1,33,2,2,1207008170000,30-5
2008,4,1,6,29,30,3,C53,14,6,1,38,2,3,1207008171000,30-6
2008,4,1,7,29,30,1,A15,14,5,2,33,2,1,1207008172000,30-7
2008,4,1,8,29,30,1,A5,3,2,1,43,2,1,1207008173000,30-8
2008,4,1,9,29,30,1,A17,2,6,1,62,1,1,1207008174000,30-9
2008,4,1,10,29,30,1,A35,14,6,2,33,2,2,1207008175000,30-10
2008,4,1,11,29,30,1,A36,1,6,1,33,2,2,1207008176000,30-11
2008,4,1,1,29,31,1,A16,1,6,1,33,2,1,1207008177000,31-1
2008,4,1,2,29,31,2,B4,10,2,1,52,1,1,1207008178000,31-2
2008,4,1,3,29,31,2,B15,9,5,1,38,2,1,1207008179000,31-3
2008,4,1,4,29,31,3,C5,11,2,1,48,1,1,1207008180000,31-4
2008,4,1,5,29,31,3,C17,14,6,1,48,1,1,1207008181000,31-5
2008,4,1,6,29,31,3,C17,14,6,1,48,1,1,1207008182000,31-6
2008,4,1,7,29,31,1,A16,1,6,1,33,2,1,1207008183000,31-7
2008,4,1,8,29,31,2,B4,10,2,1,52,1,1,1207008184000,31-8
2008,4,1,9,29,31,2,B34,2,6,1,48,2,2,1207008185000,31-9
2008,4,1,10,29,31,3,C56,6,1,2,57,1,4,1207008186000,31-10
2008,4,1,11,29,31,3,C49,4,5,2,26,2,3,1207008187000,31-11
2008,4,1,12,29,31,3,C46,2,4,1,48,1,3,1207008188000,31-12
2008,4,1,1,29,32,1,A2,3,1,1,43,2,1,1207008189000,32-1
2008,4,1,2,29,32,1,A12,2,4,1,38,2,1,1207008190000,32-2
2008,4,1,3,29,32,4,P29,5,4,2,33,2,2,1207008191000,32-3
2008,4,1,1,29,33,1,A17,2,6,1,62,1,1,1207008192000,33-1
2008,4,1,2,29,33,1,A7,3,3,1,43,2,1,1207008193000,33-2
2008,4,1,3,29,33,1,A2,3,1,1,43,2,1,1207008194000,33-3
2008,4,1,4,29,33,1,A3,3,1,1,72,1,1,1207008195000,33-4
2008,4,1,5,29,33,4,P1,3,1,1,38,1,1,1207008196000,33-5
2008,4,1,6,29,33,4,P2,3,1,1,28,2,1,1207008197000,33-6
2008,4,1,7,29,33,1,A21,1,1,1,62,1,2,1207008198000,33-7
2008,4,1,8,29,33,1,A41,4,2,1,43,2,3,1207008199000,33-8
2008,4,1,9,29,33,4,P12,4,4,1,33,2,1,1207008200000,33-9
2008,4,1,10,29,33,4,P63,14,3,2,28,2,4,1207008201000,33-10
2008,4,1,11,29,33,4,P48,9,4,2,33,2,3,1207008202000,33-11
2008,4,1,12,29,33,4,P30,4,4,1,33,2,2,1207008203000,33-12
2008,4,1,13,29,33,4,P32,3,5,2,43,1,2,1207008204000,33-13
2008,4,1,14,29,33,4,P66,9,4,2,43,1,4,1207008205000,33-14
2008,4,1,15,29,33,4,P57,4,1,1,43,1,4,1207008206000,33-15
2008,4,1,16,29,33,4,P12,4,4,1,33,2,1,1207008207000,33-16
2008,4,1,17,29,33,2,B3,12,1,1,52,1,1,1207008208000,33-17
2008,4,1,18,29,33,4,P50,6,5,2,33,2,3,1207008209000,33-18
2008,4,1,19,29,33,4,P43,7,3,2,38,1,3,1207008210000,33-19
2008,4,1,20,29,33,4,P12,4,4,1,33,2,1,1207008211000,33-20
2008,4,1,21,29,33,4,P4,4,2,1,38,1,1,1207008212000,33-21
2008,4,1,1,24,34,3,C17,14,6,1,48,1,1,1207008213000,34-1
2008,4,1,2,24,34,2,B1,4,1,1,57,1,1,1207008214000,34-2
2008,4,1,1,24,35,2,B4,10,2,1,52,1,1,1207008215000,35-1
2008,4,1,2,24,35,1,A28,1,4,2,43,2,2,1207008216000,35-2
2008,4,1,3,24,35,1,A21,1,1,1,62,1,2,1207008217000,35-3
2008,4,1,4,24,35,1,A16,1,6,1,33,2,1,1207008218000,35-4
2008,4,1,5,24,35,1,A11,3,4,1,62,1,1,1207008219000,35-5
2008,4,1,1,29,36,4,P16,7,6,1,33,2,1,1207008220000,36-1
2008,4,1,2,29,36,4,P16,7,6,1,33,2,1,1207008221000,36-2
2008,4,1,1,29,37,2,B30,9,4,1,57,1,2,1207008222000,37-1
2008,4,1,2,29,37,2,B28,9,4,1,38,2,2,1207008223000,37-2
2008,4,1,3,29,37,2,B31,9,5,1,57,1,2,1207008224000,37-3
2008,4,1,4,29,37,1,A8,3,3,1,62,1,1,1207008225000,37-4
2008,4,1,5,29,37,1,A1,8,1,1,28,2,1,1207008226000,37-5
2008,4,1,6,29,37,1,A11,3,4,1,62,1,1,1207008227000,37-6
2008,4,1,7,29,37,4,P15,4,5,2,38,1,1,1207008228000,37-7
2008,4,1,1,29,38,4,P16,7,6,1,33,2,1,1207008229000,38-1
2008,4,1,2,29,38,4,P33,9,5,1,43,1,2,1207008230000,38-2
2008,4,1,3,29,38,1,A11,3,4,1,62,1,1,1207008231000,38-3
2008,4,1,4,29,38,1,A5,3,2,1,43,2,1,1207008232000,38-4
2008,4,1,1,41,39,3,C19,12,1,1,48,1,2,1207008233000,39-1
2008,4,1,2,41,39,1,A1,8,1,1,28,2,1,1207008234000,39-2
2008,4,1,1,9,40,1,A2,3,1,1,43,2,1,1207008235000,40-1
2008,4,1,2,9,40,1,A5,3,2,1,43,2,1,1207008236000,40-2
2008,4,1,3,9,40,1,A9,3,3,1,82,1,1,1207008237000,40-3
2008,4,1,4,9,40,1,A12,2,4,1,38,2,1,1207008238000,40-4
2008,4,1,5,9,40,1,A11,3,4,1,62,1,1,1207008239000,40-5
2008,4,1,6,9,40,2,B15,9,5,1,38,2,1,1207008240000,40-6
2008,4,1,7,9,40,2,B33,6,5,2,33,2,2,1207008241000,40-7
2008,4,1,1,9,41,1,A1,8,1,1,28,2,1,1207008242000,41-1
2008,4,1,2,9,41,1,A19,12,1,2,33,2,2,1207008243000,41-2
2008,4,1,1,29,42,1,A5,3,2,1,43,2,1,1207008244000,42-1
2008,4,1,1,9,43,2,B19,13,1,1,38,2,2,1207008245000,43-1
2008,4,1,2,9,43,2,B24,11,2,1,57,1,2,1207008246000,43-2
2008,4,1,3,9,43,2,B26,13,3,1,57,1,2,1207008247000,43-3
2008,4,1,4,9,43,2,B27,2,3,1,57,1,2,1207008248000,43-4
2008,4,1,5,9,43,2,B23,7,2,1,38,2,2,1207008249000,43-5
2008,4,1,6,9,43,2,B17,6,6,2,38,2,1,1207008250000,43-6
2008,4,1,7,9,43,2,B16,12,6,1,52,1,1,1207008251000,43-7
2008,4,1,8,9,43,2,B13,12,5,2,62,1,1,1207008252000,43-8
2008,4,1,9,9,43,2,B14,2,5,1,62,1,1,1207008253000,43-9
2008,4,1,10,9,43,2,B26,13,3,1,57,1,2,1207008254000,43-10
2008,4,1,11,9,43,2,B24,11,2,1,57,1,2,1207008255000,43-11
2008,4,1,12,9,43,2,B6,2,2,1,52,1,1,1207008256000,43-12
2008,4,1,13,9,43,2,B26,13,3,1,57,1,2,1207008257000,43-13
2008,4,1,14,9,43,2,B32,6,5,1,38,2,2,1207008258000,43-14
2008,4,1,15,9,43,2,B26,13,3,1,57,1,2,1207008259000,43-15
2008,4,1,16,9,43,2,B26,13,3,1,57,1,2,1207008260000,43-16
2008,4,1,17,9,43,2,B26,13,3,1,57,1,2,1207008261000,43-17
2008,4,1,18,9,43,2,B26,13,3,1,57,1,2,1207008262000,43-18
2008,4,1,19,9,43,2,B26,13,3,1,57,1,2,1207008263000,43-19
2008,4,1,20,9,43,2,B26,13,3,1,57,1,2,1207008264000,43-20
2008,4,1,21,9,43,2,B26,13,3,1,57,1,2,1207008265000,43-21
2008,4,1,22,9,43,2,B26,13,3,1,57,1,2,1207008266000,43-22
2008,4,1,23,9,43,2,B23,7,2,1,38,2,2,1207008267000,43-23
2008,4,1,1,9,44,1,A5,3,2,1,43,2,1,1207008268000,44-1
2008,4,1,2,9,44,1,A12,2,4,1,38,2,1,1207008269000,44-2
2008,4,1,3,9,44,2,B27,2,3,1,57,1,2,1207008270000,44-3
2008,4,1,4,9,44,2,B3,12,1,1,52,1,1,1207008271000,44-4
2008,4,1,5,9,44,2,B2,3,1,2,57,1,1,1207008272000,44-5
2008,4,1,6,9,44,2,B10,2,4,1,67,1,1,1207008273000,44-6
2008,4,1,7,9,44,2,B14,2,5,1,62,1,1,1207008274000,44-7
2008,4,1,8,9,44,2,B6,2,2,1,52,1,1,1207008275000,44-8
2008,4,1,9,9,44,3,C7,13,3,1,48,1,1,1207008276000,44-9
2008,4,1,10,9,44,3,C19,12,1,1,48,1,2,1207008277000,44-10
2008,4,1,11,9,44,3,C57,5,1,2,33,2,4,1207008278000,44-11
2008,4,1,1,12,45,1,A4,3,2,2,38,2,1,1207008279000,45-1
2008,4,1,2,12,45,1,A15,14,5,2,33,2,1,1207008280000,45-2
2008,4,1,3,12,45,1,A29,2,4,1,60,1,2,1207008281000,45-3
2008,4,1,1,9,46,1,A11,3,4,1,62,1,1,1207008282000,46-1
2008,4,1,1,29,47,2,B1,4,1,1,57,1,1,1207008283000,47-1
2008,4,1,2,29,47,2,B10,2,4,1,67,1,1,1207008284000,47-2
2008,4,1,3,29,47,2,B17,6,6,2,38,2,1,1207008285000,47-3
2008,4,1,4,29,47,4,P1,3,1,1,38,1,1,1207008286000,47-4
2008,4,1,5,29,47,4,P49,14,5,1,33,2,3,1207008287000,47-5
2008,4,1,1,29,48,1,A4,3,2,2,38,2,1,1207008288000,48-1
2008,4,1,2,29,48,4,P4,4,2,1,38,1,1,1207008289000,48-2
2008,4,1,3,29,48,4,P15,4,5,2,38,1,1,1207008290000,48-3
2008,4,1,1,9,49,2,B4,10,2,1,52,1,1,1207008291000,49-1
2008,4,1,2,9,49,2,B16,12,6,1,52,1,1,1207008292000,49-2
2008,4,1,3,9,49,2,B2,3,1,2,57,1,1,1207008293000,49-3
2008,4,1,4,9,49,2,B1,4,1,1,57,1,1,1207008294000,49-4
2008,4,1,5,9,49,2,B9,1,3,1,48,2,1,1207008295000,49-5
2008,4,1,6,9,49,3,C5,11,2,1,48,1,1,1207008296000,49-6
2008,4,1,7,9,49,3,C7,13,3,1,48,1,1,1207008297000,49-7
2008,4,1,8,9,49,3,C3,6,1,2,23,2,1,1207008298000,49-8
2008,4,1,9,9,49,3,C9,6,3,1,48,1,1,1207008299000,49-9
2008,4,1,10,9,49,3,C17,14,6,1,48,1,1,1207008300000,49-10
2008,4,1,11,9,49,3,C18,9,6,1,48,1,1,1207008301000,49-11
2008,4,1,12,9,49,3,C11,7,4,1,33,2,1,1207008302000,49-12
2008,4,1,13,9,49,3,C14,9,5,1,23,2,1,1207008303000,49-13
2008,4,1,14,9,49,3,C34,7,6,1,48,1,2,1207008304000,49-14
2008,4,1,15,9,49,3,C36,14,6,1,43,1,2,1207008305000,49-15
2008,4,1,16,9,49,3,C37,2,1,1,43,1,3,1207008306000,49-16
2008,4,1,17,9,49,3,C39,6,1,1,77,1,3,1207008307000,49-17
2008,4,1,18,9,49,3,C49,4,5,2,26,2,3,1207008308000,49-18
2008,4,1,19,9,49,3,C50,9,5,2,20,2,3,1207008309000,49-19
2008,4,1,20,9,49,3,C51,6,5,1,20,2,3,1207008310000,49-20
2008,4,1,21,9,49,3,C52,2,6,1,38,2,3,1207008311000,49-21
2008,4,1,22,9,49,3,C57,5,1,2,33,2,4,1207008312000,49-22
2008,4,1,23,9,49,3,C18,9,6,1,48,1,1,1207008313000,49-23
2008,4,1,24,9,49,1,A1,8,1,1,28,2,1,1207008314000,49-24
2008,4,1,25,9,49,1,A2,3,1,1,43,2,1,1207008315000,49-25
2008,4,1,26,9,49,1,A3,3,1,1,72,1,1,1207008316000,49-26
2008,4,1,27,9,49,1,A5,3,2,1,43,2,1,1207008317000,49-27
2008,4,1,28,9,49,1,A6,3,2,1,43,2,1,1207008318000,49-28
2008,4,1,29,9,49,1,A7,3,3,1,43,2,1,1207008319000,49-29
2008,4,1,30,9,49,1,A8,3,3,1,62,1,1,1207008320000,49-30
2008,4,1,31,9,49,1,A9,3,3,1,82,1,1,1207008321000,49-31
2008,4,1,32,9,49,1,A10,3,4,1,38,2,1,1207008322000,49-32
2008,4,1,33,9,49,1,A12,2,4,1,38,2,1,1207008323000,49-33
2008,4,1,34,9,49,1,A13,1,5,1,28,2,1,1207008324000,49-34
2008,4,1,35,9,49,1,A15,14,5,2,33,2,1,1207008325000,49-35
2008,4,1,36,9,49,1,A16,1,6,1,33,2,1,1207008326000,49-36
2008,4,1,37,9,49,1,A17,2,6,1,62,1,1,1207008327000,49-37
2008,4,1,38,9,49,1,A31,6,5,2,62,1,2,1207008328000,49-38
2008,4,1,39,9,49,1,A19,12,1,2,33,2,2,1207008329000,49-39
2008,4,1,40,9,49,1,A36,1,6,1,33,2,2,1207008330000,49-40
2008,4,1,41,9,49,1,A42,6,2,1,28,2,3,1207008331000,49-41
2008,4,1,1,29,50,2,B19,13,1,1,38,2,2,1207008332000,50-1
2008,4,1,2,29,50,2,B24,11,2,1,57,1,2,1207008333000,50-2
2008,4,1,3,29,50,2,B29,2,4,1,62,1,2,1207008334000,50-3
2008,4,1,4,29,50,2,B23,7,2,1,38,2,2,1207008335000,50-4
2008,4,1,1,9,51,1,A11,3,4,1,62,1,1,1207008336000,51-1
2008,4,1,2,9,51,1,A1,8,1,1,28,2,1,1207008337000,51-2
2008,4,1,3,9,51,1,A3,3,1,1,72,1,1,1207008338000,51-3
2008,4,1,4,9,51,1,A3,3,1,1,72,1,1,1207008339000,51-4
2008,4,1,1,38,52,1,A13,1,5,1,28,2,1,1207008340000,52-1
2008,4,1,2,38,52,2,B9,1,3,1,48,2,1,1207008341000,52-2
2008,4,1,3,38,52,2,B13,12,5,2,62,1,1,1207008342000,52-3
2008,4,1,4,38,52,2,B12,2,4,1,38,2,1,1207008343000,52-4
2008,4,1,5,38,52,1,A13,1,5,1,28,2,1,1207008344000,52-5
2008,4,1,6,38,52,2,B10,2,4,1,67,1,1,1207008345000,52-6
2008,4,1,7,38,52,2,B11,2,4,1,43,2,1,1207008346000,52-7
